"full_name","Tm","Conf","Year","minutes","sos","srs","FG/40","FGA/40","FG%","FG3/40","FG3A/40","FG3%","FG2/40","FG2A/40","FG2%","FT/40","FTA/40","FT%","ORB/40","DRB/40","TRB/40","AST/40","STL/40","BLK/40","TOV/40","PF/40","PTS/40","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/40","OBPM","DBPM","BPM"
"Jordan Pope","Texas","SEC",2025,891,"9.79","15.65","6.00","13.80","0.435","2.70","7.40","0.364","3.30","6.40","0.517","2.50","2.90","0.875","0.40","2.60","3.10","2.70","1.60","0.00","1.50","3.40","17.20","15.9","0.567","0.536","0.208","1.3","7.4","4.5","12.9","2.3","0.0","8.9","21.3","1.90","0.90","2.90","0.129","2.7","1.9","4.6"
"Jordan Ross","Saint Mary's (CA)","WCC",2024,166,"3.46","16.31","3.90","10.40","0.372","0.50","2.90","0.167","3.40","7.50","0.452","0.70","2.70","0.273","0.00","6.50","6.50","5.10","1.70","0.20","2.70","2.70","8.90","8.3","0.384","0.279","0.256","0.0","19.4","9.7","21.6","2.6","0.7","18.6","18.6","-0.10","0.40","0.30","0.077","-5.4","4.1","-1.3"
"Jordan Ross","Saint Mary's (CA)","WCC",2025,935,"6.46","17.43","4.50","11.80","0.380","1.00","3.50","0.293","3.50","8.30","0.418","2.40","3.60","0.687","0.50","4.10","4.60","3.90","1.10","0.50","1.20","2.00","12.40","13.0","0.461","0.297","0.301","1.3","12.2","6.7","17.4","1.7","1.4","7.9","18.9","1.30","1.90","3.20","0.135","0.1","3.8","3.9"
"Jordan Ross","Georgia","SEC",2026,532,"6.83","18.79","4.10","9.60","0.430","0.90","2.90","0.308","3.20","6.70","0.483","4.20","5.40","0.778","0.90","4.40","5.30","4.60","1.10","0.10","1.70","3.40","13.40","13.5","0.549","0.305","0.563","2.4","11.0","6.9","17.4","1.5","0.2","11.9","15.7","1.00","0.70","1.70","0.131","0.5","1.6","2.1"
"Jordan Sears","Gardner-Webb","Big South",2021,565,"-6.14","-3.87","5.90","13.00","0.451","2.60","6.60","0.398","3.30","6.40","0.505","2.80","3.30","0.851","0.60","3.70","4.30","3.80","1.40","0.30","2.90","3.90","17.20","17.9","0.589","0.505","0.255","1.8","10.5","6.2","20.0","2.1","0.9","16.6","23.0","1.30","0.50","1.90","0.133","1.4","-1.1","0.3"
"Jordan Sears","Gardner-Webb","Big South",2022,770,"-4.43","-2.35","4.40","12.10","0.361","1.00","4.90","0.211","3.30","7.20","0.464","3.20","4.10","0.785","0.30","4.10","4.30","3.60","1.50","0.20","2.80","3.60","13.00","10.1","0.462","0.408","0.339","0.7","11.2","6.1","17.4","2.2","0.6","16.6","21.6","0.10","1.50","1.60","0.081","-4.3","0.3","-4.0"
"Jordan Sears","Tennessee-Martin","OVC",2023,919,"-7.91","-8.67","7.10","14.50","0.489","1.30","4.30","0.316","5.70","10.20","0.562","5.70","7.20","0.800","0.80","4.00","4.70","4.00","1.70","0.50","2.90","2.80","21.30","21.3","0.594","0.294","0.495","2.2","10.1","6.3","18.7","2.2","1.3","14.0","24.9","2.70","1.10","3.80","0.165","1.8","-0.9","0.9"
"Jordan Sears","Tennessee-Martin","OVC",2024,1078,"-7.25","-5.57","8.40","19.50","0.432","2.80","6.50","0.432","5.60","12.90","0.433","6.00","7.20","0.839","0.70","4.80","5.50","5.30","1.50","0.20","3.80","2.30","25.70","22.0","0.561","0.335","0.368","1.8","11.6","7.0","27.1","2.0","0.6","14.2","31.5","2.80","1.50","4.30","0.160","2.7","-1.5","1.2"
"Jordan Sears","Louisiana State","SEC",2025,834,"9.68","9.93","5.70","15.10","0.378","2.80","8.90","0.317","2.90","6.20","0.465","4.60","5.20","0.872","0.50","3.80","4.30","3.80","2.40","0.30","3.40","3.40","18.80","16.0","0.534","0.590","0.346","1.4","9.9","5.9","18.8","3.4","0.7","16.0","26.1","1.00","1.20","2.20","0.105","1.7","2.6","4.3"
"Josh Gray","Texas Tech","Big 12",2013,828,"4.32","-3.10","5.10","14.10","0.363","0.70","3.90","0.188","4.40","10.20","0.429","3.00","4.30","0.697","1.00","2.70","3.70","4.80","2.90","0.10","4.90","3.70","14.00","11.3","0.432","0.274","0.305","2.9","9.3","5.8","26.5","4.3","0.3","23.2","26.4","-0.60","0.60","-0.10","-0.004","-2.6","-0.5","-3.1"
"Josh Gray","Louisiana State","SEC",2015,770,"5.63","11.39","4.50","11.30","0.396","0.70","2.80","0.264","3.70","8.50","0.439","1.80","3.10","0.583","0.70","2.80","3.40","6.10","1.60","0.10","4.20","3.20","11.50","9.5","0.450","0.244","0.276","1.9","7.0","4.6","27.9","2.3","0.1","24.8","20.8","-0.20","1.20","1.00","0.051","-2.4","0.5","-1.9"
"Josh Gray","Louisiana State","SEC",2016,496,"7.00","8.79","5.60","12.80","0.440","0.60","3.10","0.211","5.00","9.80","0.512","2.10","3.20","0.650","0.60","4.70","5.30","4.70","2.50","0.10","3.70","4.40","14.00","12.5","0.489","0.239","0.252","1.7","12.6","7.2","21.4","3.4","0.2","20.5","21.5","0.00","0.60","0.70","0.053","-2.5","1.5","-0.9"
"Josh Gray","Louisiana State","SEC",2021,33,"9.14","15.70",NULL,NULL,"0.500",NULL,NULL,NULL,NULL,NULL,"0.500",NULL,NULL,"0.286",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.5","0.429","0.000","1.167","16.7","21.5","19.2","0.0","0.0","3.4","17.7","16.3","0.00","0.00","0.00","0.056","-3.6","-1.9","-5.5"
"Josh Holloway","Samford","Southern",2024,446,"-3.23","6.32","4.80","12.20","0.390","1.10","3.90","0.273","3.70","8.30","0.446","2.90","4.80","0.593","0.80","3.20","4.00","6.50","2.30","0.00","5.10","3.00","13.50","9.5","0.464","0.324","0.397","2.3","8.7","5.6","25.8","3.1","0.0","26.1","23.1","-0.20","0.70","0.50","0.045","-3.8","-1.7","-5.5"
"Josh Holloway","Samford","Southern",2025,760,"-3.58","1.13","5.10","11.60","0.441","0.90","3.40","0.281","4.20","8.20","0.506","2.50","3.60","0.696","1.30","3.40","4.70","4.60","2.60","0.10","3.40","3.50","13.70","12.9","0.514","0.291","0.314","3.6","10.0","6.7","19.2","3.6","0.3","20.5","19.7","0.60","1.00","1.60","0.087","-2.2","-0.2","-2.5"
"Josh Holloway","Texas A&M","SEC",2026,329,"6.57","17.81","4.90","10.00","0.488","1.00","2.60","0.381","3.90","7.40","0.525","4.00","5.10","0.786","1.10","4.10","5.20","6.10","2.60","0.20","5.10","4.30","14.70","13.2","0.593","0.256","0.512","3.0","11.1","7.1","24.5","3.5","0.7","29.2","20.3","0.20","0.50","0.70","0.089","-1.7","2.3","0.6"
"Josh LeBlanc","Georgetown","Big East",2019,805,"5.31","6.80","5.70","9.00","0.630","0.20","0.30","0.714","5.40","8.60","0.626","3.30","4.70","0.695","4.20","7.90","12.00","1.60","1.50","1.80","1.80","3.70","14.90","22.5","0.661","0.039","0.525","11.6","20.7","16.3","7.7","2.0","4.8","13.7","15.6","2.30","1.20","3.50","0.176","3.5","2.3","5.8"
"Josh LeBlanc","Georgetown","Big East",2020,115,"9.60","10.38","5.60","9.40","0.593","0.70","1.40","0.500","4.90","8.00","0.609","3.10","5.20","0.600","1.70","3.80","5.60","0.70","1.40","2.80","2.40","3.10","15.00","18.2","0.630","0.148","0.556","4.8","10.3","7.6","3.4","1.9","7.8","17.0","17.2","0.20","0.10","0.30","0.112","3.2","2.6","5.8"
"Josh LeBlanc","Louisiana State","SEC",2021,418,"9.14","15.70","3.40","5.20","0.667","0.00","0.00",NULL,"3.40","5.20","0.667","0.80","2.20","0.348","4.30","6.30","10.60","1.30","2.40","1.70","0.90","6.30","7.70","17.3","0.616","0.000","0.426","11.9","16.0","14.0","5.3","3.3","4.9","12.2","8.4","0.90","0.70","1.60","0.151","2.7","3.7","6.5"
"Josh Mballa","Texas Tech","Big 12",2019,58,"9.53","22.79","2.80","6.20","0.444","0.00","0.70","0.000","2.80","5.50","0.500","3.40","9.70","0.357","1.40","2.10","3.40","1.40","1.40","1.40","2.10","4.10","9.00","7.0","0.415","0.111","1.556","4.4","5.8","5.2","6.0","2.0","4.4","16.1","17.0","0.00","0.10","0.10","0.069","-3.9","3.5","-0.4"
"Josh Mballa","Buffalo","MAC",2020,827,"0.06","1.80","6.10","10.90","0.562","0.00","0.00","0.000","6.10","10.90","0.564","4.40","7.50","0.590","6.10","8.80","14.90","1.50","2.00","1.70","2.70","4.70","16.70","24.5","0.576","0.004","0.690","15.0","22.8","18.8","6.6","2.7","4.1","15.5","19.4","2.20","1.50","3.70","0.180","1.9","0.8","2.8"
"Josh Mballa","Buffalo","MAC",2021,648,"-1.58","6.50","7.40","15.20","0.486","0.30","1.20","0.250","7.10","14.00","0.507","5.60","8.30","0.679","5.80","8.80","14.60","2.50","2.10","0.60","3.20","3.40","20.70","25.7","0.541","0.081","0.543","14.7","22.5","18.6","11.0","2.8","1.5","14.3","25.2","2.00","1.30","3.30","0.204","3.1","1.2","4.4"
"Josh Mballa","Buffalo","MAC",2022,773,"-3.21","1.90","6.90","14.20","0.489","0.50","1.80","0.257","6.50","12.40","0.523","4.50","6.90","0.647","5.30","7.10","12.40","1.60","1.80","1.20","3.40","3.70","18.80","21.8","0.538","0.128","0.485","14.0","18.1","16.1","7.0","2.4","2.9","16.2","24.1","1.70","1.30","3.00","0.158","0.1","-0.6","-0.6"
"Josh Mballa","Mississippi","SEC",2023,147,"7.30","5.73","5.20","10.10","0.514","0.50","0.50","1.000","4.60","9.50","0.486","3.80","6.30","0.609","5.70","4.40","10.10","1.10","1.60","1.10","3.80","4.40","14.70","18.0","0.563","0.054","0.622","16.0","13.0","14.5","5.6","2.5","2.9","22.6","21.5","0.20","0.20","0.40","0.098","0.4","0.8","1.2"
"JP Pegues","Furman","Southern",2022,366,"-1.44","6.20","3.70","8.60","0.430","2.10","5.80","0.358","1.60","2.80","0.577","1.10","1.10","1.000","0.90","3.60","4.50","3.30","0.80","0.70","2.10","2.60","10.60","12.1","0.579","0.671","0.127","2.7","11.2","6.9","14.0","1.2","1.9","18.5","14.9","0.50","0.30","0.80","0.092","-1.1","-1.2","-2.3"
"JP Pegues","Furman","Southern",2023,1142,"-2.90","4.89","5.10","12.50","0.412","2.40","6.90","0.343","2.80","5.60","0.497","2.40","3.40","0.694","0.40","4.20","4.60","4.90","0.70","0.20","2.30","2.10","15.10","14.4","0.533","0.555","0.275","1.3","12.2","6.8","21.5","1.1","0.6","14.1","20.8","2.10","1.20","3.20","0.113","1.1","-1.2","-0.1"
"JP Pegues","Furman","Southern",2024,1022,"-1.93","0.21","6.70","16.00","0.420","3.20","9.00","0.362","3.50","7.10","0.492","4.90","5.60","0.875","0.80","4.30","5.00","5.60","1.40","0.20","2.40","2.00","21.60","21.4","0.578","0.559","0.351","2.1","12.0","7.0","27.5","1.9","0.6","11.5","25.7","3.30","1.10","4.40","0.173","4.5","-0.7","3.8"
"JP Pegues","Auburn","SEC",2025,141,"15.13","28.68","1.70","7.90","0.214","1.40","6.50","0.217","0.30","1.40","0.200","1.10","1.40","0.800","1.10","4.00","5.10","3.70","1.10","0.00","0.90","0.90","6.00","6.9","0.346","0.821","0.179","3.3","10.9","7.2","13.4","1.6","0.0","9.0","11.7","0.00","0.20","0.20","0.066","-0.6","2.3","1.7"
"Julian Larry","Indiana State","MVC",2021,509,"1.91","2.04","2.50","8.00","0.314","0.80","2.90","0.270","1.70","5.10","0.338","2.00","2.90","0.676","1.10","3.40","4.50","3.10","2.10","0.20","2.00","3.90","7.80","8.7","0.414","0.363","0.363","3.3","10.5","6.9","15.2","3.2","0.5","17.3","15.2","0.00","0.80","0.80","0.061","-3.7","2.0","-1.7"
"Julian Larry","Indiana State","MVC",2022,890,"1.94","-3.49","2.80","5.90","0.481","0.60","1.80","0.350","2.20","4.10","0.538","1.40","1.70","0.816","1.20","4.00","5.30","2.70","1.70","0.30","1.40","2.50","7.70","11.6","0.574","0.305","0.290","3.7","11.6","7.8","12.2","2.4","0.7","17.7","10.8","1.10","1.10","2.20","0.098","-1.4","2.0","0.6"
"Julian Larry","Indiana State","MVC",2023,920,"-4.02","4.86","4.00","6.80","0.592","0.60","1.20","0.464","3.50","5.60","0.620","2.30","2.90","0.818","0.70","3.50","4.20","5.20","2.00","0.30","3.10","2.30","11.00","14.9","0.672","0.178","0.420","2.1","9.9","6.3","21.8","2.7","0.7","27.7","14.5","1.60","1.60","3.20","0.139","-0.1","1.8","1.7"
"Julian Larry","Indiana State","MVC",2024,1342,"2.26","13.44","4.40","8.30","0.525","1.30","2.70","0.462","3.10","5.60","0.556","2.90","3.70","0.780","0.50","2.80","3.30","5.60","1.80","0.10","2.40","2.50","12.80","15.6","0.639","0.327","0.442","1.8","7.5","4.9","22.6","2.5","0.4","19.2","15.8","3.20","1.80","5.10","0.151","2.1","1.9","4.0"
"Julian Larry","Texas","SEC",2025,693,"9.79","15.65","3.00","6.90","0.437","0.90","2.50","0.349","2.10","4.40","0.487","2.40","3.10","0.792","0.40","2.50","2.90","5.90","1.40","0.10","3.10","3.90","9.30","10.2","0.558","0.361","0.445","1.2","7.1","4.2","24.6","2.1","0.3","27.2","14.6","0.60","0.70","1.30","0.073","-1.0","1.4","0.4"
"Julian Rishwain","Boston College","ACC",2020,447,"7.86","1.82","3.40","10.80","0.314","2.70","8.10","0.333","0.70","2.80","0.258","1.30","2.10","0.583","0.40","4.70","5.20","2.50","1.70","0.30","3.20","3.80","10.70","7.0","0.453","0.744","0.198","1.2","14.0","7.3","12.7","2.4","0.7","21.4","19.1","-0.30","0.50","0.20","0.017","-3.0","1.3","-1.7"
"Julian Rishwain","San Francisco","WCC",2021,383,"3.84","6.00","6.00","13.40","0.445","3.40","9.40","0.367","2.50","4.00","0.632","3.60","4.40","0.810","1.60","5.50","7.10","0.80","1.80","0.30","1.80","4.80","18.90","20.3","0.612","0.703","0.328","4.3","17.3","10.4","4.2","2.6","0.8","10.3","22.0","1.10","0.60","1.70","0.176","3.8","1.4","5.2"
"Julian Rishwain","San Francisco","WCC",2022,654,"5.24","14.12","4.90","11.10","0.440","3.40","7.80","0.430","1.50","3.30","0.463","2.20","2.90","0.766","1.20","5.10","6.20","1.50","1.30","0.10","1.80","3.70","15.40","15.7","0.614","0.703","0.258","3.3","14.3","8.8","6.4","1.8","0.3","12.4","17.5","1.50","1.10","2.60","0.158","2.8","1.7","4.5"
"Julian Rishwain","San Francisco","WCC",2023,398,"3.63","6.00","2.90","10.90","0.269","1.80","7.40","0.243","1.10","3.40","0.324","2.40","3.40","0.706","0.80","3.90","4.70","1.80","1.40","0.10","1.80","2.10","10.10","6.7","0.403","0.685","0.315","2.4","11.6","7.1","7.9","2.0","0.3","12.7","17.8","-0.10","0.40","0.30","0.026","-2.4","0.4","-2.0"
"Julian Rishwain","Florida","SEC",2024,62,"8.81","15.17","2.60","7.10","0.364","2.60","6.50","0.400","0.00","0.60","0.000","0.60","1.30","0.500","1.30","7.10","8.40","3.90","1.30","0.00","0.00","5.20","8.40","12.5","0.544","0.909","0.182","3.3","18.6","10.9","14.4","1.8","0.0","0.0","8.8","0.10","0.10","0.20","0.134","0.0","3.0","3.0"
"Julius Marble","Michigan State","Big Ten",2020,149,"10.76","21.92","4.80","8.60","0.563","0.00","0.30","0.000","4.80","8.30","0.581","3.00","4.80","0.611","3.20","7.80","11.00","0.80","0.30","0.50","1.90","5.40","12.60","14.3","0.580","0.031","0.563","9.5","19.5","14.9","3.6","0.4","1.4","14.7","15.9","0.30","0.30","0.50","0.146","-0.3","2.0","1.7"
"Julius Marble","Michigan State","Big Ten",2021,252,"11.48","9.80","6.50","11.30","0.577","0.20","0.20","1.000","6.30","11.10","0.571","4.10","6.00","0.684","3.00","6.00","9.00","0.30","0.50","0.60","3.00","9.50","17.30","14.6","0.612","0.014","0.535","8.5","16.8","12.7","1.7","0.7","1.7","17.6","21.5","0.40","0.30","0.70","0.110","-2.6","1.3","-1.4"
"Julius Marble","Michigan State","Big Ten",2022,517,"9.96","13.18","7.00","11.80","0.592","0.00","0.10","0.000","7.00","11.70","0.596","3.80","5.00","0.766","2.30","7.00","9.30","0.70","0.90","1.50","3.20","6.60","17.70","18.2","0.628","0.007","0.421","7.1","18.9","13.3","3.6","1.4","4.0","18.4","22.1","1.00","0.70","1.70","0.131","-0.4","2.6","2.2"
"Julius Marble","Texas A&M","SEC",2023,729,"7.42","13.76","7.00","13.20","0.533","0.00","0.40","0.000","7.00","12.80","0.549","3.50","6.10","0.571","2.90","5.10","8.00","0.70","0.80","0.80","2.10","5.00","17.60","17.2","0.546","0.029","0.467","8.4","14.6","11.6","4.2","1.2","2.6","11.7","23.0","1.40","1.10","2.50","0.135","1.0","1.3","2.3"
"Justice Hill","Murray State","OVC",2021,571,"-8.20","-2.86","3.90","10.90","0.361","1.50","4.90","0.314","2.40","6.00","0.400","0.90","1.50","0.619","0.40","3.20","3.60","6.50","1.30","0.10","3.10","2.70","10.30","10.1","0.446","0.452","0.135","1.3","9.1","5.4","26.0","1.9","0.4","21.1","18.6","0.30","0.80","1.10","0.079","-3.0","-1.0","-4.0"
"Justice Hill","Murray State","OVC",2022,1065,"-3.07","9.87","6.10","14.20","0.431","2.40","6.60","0.358","3.80","7.60","0.495","2.50","3.40","0.744","0.50","2.40","2.90","6.50","1.40","0.20","2.40","1.70","17.10","19.2","0.542","0.466","0.238","1.3","6.9","4.1","28.8","2.0","0.5","13.4","22.5","3.20","1.80","5.10","0.190","3.3","0.3","3.6"
"Justice Hill","Louisiana State","SEC",2023,682,"6.44","3.32","3.60","12.30","0.290","1.60","6.20","0.257","2.00","6.20","0.324","1.10","1.90","0.576","0.50","2.30","2.80","4.80","1.60","0.10","2.40","1.50","9.90","7.4","0.372","0.500","0.157","1.5","6.9","4.1","24.1","2.5","0.4","15.4","20.0","-0.40","0.40","0.00","0.001","-2.7","-0.4","-3.1"
"Justin Abson","Appalachian State","Sun Belt",2023,719,"-0.98","-1.50","4.80","7.90","0.606","0.10","0.10","0.500","4.70","7.80","0.607","1.40","3.70","0.388","3.40","7.10","10.50","2.10","0.40","3.90","1.60","2.10","11.10","20.2","0.572","0.014","0.472","9.8","19.4","14.7","10.3","0.6","11.0","14.3","14.8","1.30","1.70","2.90","0.164","0.7","2.8","3.5"
"Justin Abson","Appalachian State","Sun Belt",2024,826,"-2.34","6.04","5.40","8.80","0.619","0.10","0.40","0.222","5.30","8.30","0.640","2.00","4.20","0.471","2.90","8.70","11.60","2.30","0.70","4.60","2.00","2.10","12.90","22.0","0.600","0.050","0.481","8.3","21.1","15.2","9.8","1.0","10.8","15.9","16.0","1.50","2.30","3.80","0.183","0.7","4.2","4.9"
"Justin Abson","Georgia","SEC",2025,265,"10.94","16.36","3.80","7.10","0.532","0.20","0.80","0.200","3.60","6.30","0.571","1.70","2.70","0.611","3.50","5.40","8.90","3.20","1.10","3.30","1.80","2.60","9.40","17.6","0.558","0.106","0.383","10.5","15.0","12.9","14.2","1.5","9.4","17.8","12.7","0.40","0.50","0.90","0.134","3.4","4.8","8.3"
"Justin Bailey","South Carolina Upstate","Big South",2023,961,"-3.81","-7.44","4.50","10.60","0.420","2.10","6.10","0.342","2.40","4.50","0.523","3.10","4.10","0.765","0.80","3.40","4.20","1.50","2.10","0.10","1.20","2.50","14.10","15.6","0.562","0.573","0.384","2.4","10.0","6.2","7.2","3.1","0.2","9.0","18.0","1.80","1.30","3.10","0.127","0.5","0.1","0.5"
"Justin Bailey","South Carolina Upstate","Big South",2024,866,"-3.02","-9.36","5.20","12.60","0.415","1.90","6.10","0.313","3.30","6.50","0.511","4.10","5.50","0.746","1.00","3.60","4.50","1.60","1.90","0.20","1.80","4.50","16.40","14.7","0.541","0.482","0.434","2.8","10.6","6.6","7.7","2.8","0.5","10.4","21.8","1.30","1.00","2.30","0.105","-0.9","-0.4","-1.3"
"Justin Bailey","Wofford","Southern",2025,923,"-2.34","-0.13","4.40","8.90","0.490","2.50","5.40","0.456","1.90","3.50","0.543","2.90","3.80","0.761","1.10","4.10","5.20","2.50","1.80","0.00","1.30","4.00","14.10","17.3","0.658","0.607","0.427","3.2","12.1","7.6","11.3","2.7","0.1","10.5","15.4","2.70","1.10","3.80","0.164","1.0","0.6","1.5"
"Justin Bailey","Georgia","SEC",2026,333,"6.83","18.79","4.30","11.50","0.375","2.90","8.30","0.348","1.40","3.20","0.444","1.90","2.50","0.762","0.70","4.00","4.70","2.00","1.40","0.00","1.30","4.90","13.50","10.2","0.528","0.719","0.219","1.9","10.0","6.1","7.8","1.9","0.0","9.4","15.9","0.40","0.50","0.90","0.107","-0.9","1.3","0.4"
"Justin Hill","Longwood","Big South",2021,721,"-6.40","-7.93","6.00","13.90","0.430","1.30","4.00","0.329","4.70","9.90","0.472","3.20","4.40","0.725","0.70","5.50","6.30","4.60","1.30","0.10","3.60","2.30","16.50","16.8","0.516","0.291","0.319","2.1","17.2","9.5","26.1","1.9","0.2","18.1","25.9","0.90","0.90","1.80","0.101","0.1","-1.0","-0.9"
"Justin Hill","Longwood","Big South",2022,959,"-6.11","-0.35","6.20","14.70","0.419","1.40","4.10","0.343","4.80","10.60","0.449","4.60","5.80","0.797","1.00","5.20","6.20","5.30","2.00","0.20","3.40","1.80","18.40","20.0","0.526","0.280","0.391","2.8","16.1","9.2","26.4","3.0","0.5","16.2","26.2","2.20","1.80","4.00","0.166","2.0","0.5","2.5"
"Justin Hill","Georgia","SEC",2023,713,"4.80","1.80","4.40","11.70","0.380","1.20","4.20","0.297","3.20","7.50","0.425","5.40","6.80","0.793","0.90","3.90","4.80","5.20","1.20","0.20","3.50","2.10","15.50","15.3","0.520","0.356","0.582","2.5","10.8","6.7","28.6","1.8","0.4","18.9","23.3","1.00","0.60","1.60","0.091","1.4","0.1","1.5"
"Justin Kier","George Mason","A-10",2017,913,"1.28","3.01","2.60","6.00","0.428","0.70","1.90","0.386","1.80","4.10","0.447","2.50","3.40","0.744","1.10","5.40","6.50","1.60","0.90","0.20","2.30","2.80","8.50","9.0","0.551","0.319","0.565","3.1","14.5","9.0","7.1","1.3","0.6","23.2","12.5","0.40","1.10","1.60","0.068","-1.2","0.9","-0.3"
"Justin Kier","George Mason","A-10",2018,1094,"0.85","-2.97","4.90","10.90","0.451","0.30","1.70","0.174","4.60","9.20","0.502","3.20","4.10","0.784","0.30","5.30","5.60","2.80","1.50","0.10","3.40","2.70","13.30","11.7","0.519","0.155","0.374","0.8","14.8","7.9","14.0","2.2","0.4","21.0","20.4","0.20","1.10","1.20","0.045","-3.3","0.4","-2.8"
"Justin Kier","George Mason","A-10",2019,1148,"0.08","0.84","6.00","12.60","0.471","1.10","3.10","0.371","4.80","9.50","0.504","3.60","4.70","0.769","0.50","7.00","7.50","3.00","1.80","0.30","3.10","2.30","16.70","18.1","0.560","0.245","0.369","1.6","20.0","11.0","15.7","2.7","1.0","17.3","23.1","1.70","2.00","3.60","0.126","1.4","1.8","3.2"
"Justin Kier","George Mason","A-10",2020,203,"1.48","0.86","6.30","13.60","0.464","2.20","4.70","0.458","4.10","8.90","0.467","2.20","2.60","0.846","0.00","6.30","6.30","2.40","1.20","0.40","2.40","1.40","16.90","18.4","0.572","0.348","0.188","0.0","18.0","8.9","13.5","1.8","1.1","13.8","21.8","0.40","0.30","0.70","0.135","2.6","0.7","3.3"
"Justin Kier","Georgia","SEC",2021,775,"8.02","6.62","4.00","10.20","0.394","1.90","5.20","0.366","2.10","5.00","0.423","2.30","3.10","0.750","0.50","4.30","4.70","3.10","2.20","0.10","3.10","2.40","12.30","11.1","0.525","0.510","0.303","1.3","11.7","6.5","12.9","2.9","0.3","21.2","16.9","0.50","0.90","1.40","0.070","0.1","2.2","2.2"
"Justin Smith","Indiana","Big Ten",2018,463,"8.25","9.89","7.10","12.90","0.550","0.30","0.90","0.300","6.80","12.00","0.568","2.90","4.20","0.673","3.70","4.80","8.50","0.60","0.60","0.90","2.90","5.00","17.30","17.1","0.580","0.067","0.329","10.7","13.9","12.3","3.3","0.9","2.4","16.5","22.7","0.70","0.50","1.30","0.108","-0.3","0.0","-0.4"
"Justin Smith","Indiana","Big Ten",2019,867,"10.10","13.82","5.60","11.30","0.496","0.30","1.50","0.219","5.30","9.90","0.537","1.70","3.20","0.514","2.80","4.40","7.20","1.30","1.00","0.70","3.00","3.90","13.20","12.3","0.514","0.130","0.285","8.2","12.0","10.2","6.4","1.5","1.9","18.9","20.3","0.30","1.30","1.60","0.075","-0.7","1.5","0.7"
"Justin Smith","Indiana","Big Ten",2020,972,"10.35","15.07","5.20","10.60","0.492","0.40","1.60","0.263","4.80","9.10","0.532","2.90","4.30","0.673","2.60","4.20","6.80","1.20","1.30","0.40","2.10","2.70","13.70","15.6","0.543","0.147","0.403","7.4","12.1","9.7","6.0","1.9","1.2","14.0","18.4","1.60","1.40","3.00","0.123","1.9","2.4","4.3"
"Justin Smith","Arkansas","SEC",2021,896,"7.18","17.80","7.10","13.00","0.545","0.20","1.00","0.217","6.90","12.00","0.572","2.60","4.10","0.630","4.10","5.00","9.10","2.20","1.50","0.80","2.30","2.80","17.00","20.7","0.567","0.079","0.315","10.9","13.2","12.1","9.9","2.0","2.1","13.2","19.8","2.30","1.60","3.90","0.175","3.8","2.7","6.5"
"K.J. Williams","Murray State","OVC",2019,582,"-3.11","8.96","7.60","10.90","0.698","0.10","0.30","0.200","7.60","10.60","0.714","1.40","2.60","0.526","4.00","6.40","10.40","1.00","1.20","1.30","1.40","4.10","16.70","23.2","0.686","0.031","0.239","11.7","16.6","14.3","4.6","1.7","3.3","10.6","16.5","1.80","1.20","3.00","0.208","1.9","0.9","2.7"
"K.J. Williams","Murray State","OVC",2020,748,"-6.08","1.99","8.30","15.30","0.544","1.00","2.70","0.360","7.40","12.70","0.582","4.00","6.00","0.670","3.40","9.00","12.40","1.80","1.80","1.10","2.70","3.90","21.70","27.3","0.595","0.174","0.390","10.5","24.4","17.9","9.8","2.6","3.1","12.8","26.3","2.50","2.00","4.40","0.237","3.8","1.6","5.4"
"K.J. Williams","Murray State","OVC",2021,745,"-8.20","-2.86","8.80","15.50","0.567","1.40","3.40","0.413","7.40","12.10","0.611","2.80","4.20","0.667","3.60","8.20","11.80","1.30","1.40","0.80","2.90","3.60","21.80","25.9","0.623","0.218","0.270","11.1","23.2","17.4","6.7","2.1","2.4","14.2","26.0","2.40","1.60","4.00","0.214","3.0","-0.7","2.3"
"K.J. Williams","Murray State","OVC",2022,987,"-3.07","9.87","9.90","18.40","0.538","1.50","4.60","0.327","8.40","13.90","0.608","3.50","5.00","0.699","3.70","7.80","11.60","1.00","1.90","0.90","2.00","2.90","24.80","30.3","0.597","0.248","0.270","10.7","22.1","16.5","5.2","2.8","2.6","8.9","28.2","4.10","2.50","6.70","0.270","5.8","1.5","7.3"
"K.J. Williams","Louisiana State","SEC",2023,1084,"6.44","3.32","7.90","16.20","0.490","2.10","5.20","0.411","5.80","11.00","0.527","3.50","4.50","0.785","3.50","5.90","9.40","1.10","1.50","1.00","1.80","3.00","21.50","25.7","0.587","0.321","0.276","9.8","17.7","13.6","7.5","2.2","2.9","8.8","25.7","3.70","1.20","4.90","0.181","7.2","0.5","7.8"
"Kadin Shedrick","Virginia","ACC",2021,86,"7.59","15.27","5.10","9.80","0.524","0.00","0.50","0.000","5.10","9.30","0.550","2.80","4.20","0.667","5.60","5.60","11.20","1.40","0.90","1.90","2.80","6.50","13.00","19.9","0.554","0.048","0.429","19.5","17.3","18.3","7.0","1.5","5.7","19.2","21.6","0.20","0.10","0.40","0.167","-1.3","0.7","-0.6"
