"full_name","Tm","Conf","Year","minutes","sos","srs","FG/40","FGA/40","FG%","FG3/40","FG3A/40","FG3%","FG2/40","FG2A/40","FG2%","FT/40","FTA/40","FT%","ORB/40","DRB/40","TRB/40","AST/40","STL/40","BLK/40","TOV/40","PF/40","PTS/40","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/40","OBPM","DBPM","BPM"
"Kadin Shedrick","Virginia","ACC",2022,728,"6.60","8.88","5.00","7.80","0.641","0.00","0.10","0.000","5.00","7.70","0.645","3.40","4.70","0.709","3.00","6.80","9.80","0.40","1.10","3.70","1.70","5.30","13.40","23.7","0.664","0.007","0.606","9.8","21.2","15.6","2.4","1.8","11.2","14.5","17.2","1.90","1.60","3.50","0.194","1.1","4.6","5.7"
"Kadin Shedrick","Virginia","ACC",2023,526,"5.98","13.28","5.00","7.80","0.647","0.10","0.40","0.200","4.90","7.40","0.670","4.10","5.20","0.794","2.80","5.90","8.70","1.40","1.90","3.30","1.60","5.80","14.20","24.9","0.696","0.049","0.667","8.7","18.7","13.7","7.2","3.0","10.5","13.5","16.7","1.70","1.40","3.10","0.232","2.2","6.1","8.2"
"Kadin Shedrick","Texas","Big 12",2024,552,"9.41","15.91","6.50","11.00","0.592","0.20","0.60","0.375","6.30","10.40","0.604","4.60","6.30","0.724","2.50","4.50","7.00","1.20","1.80","2.50","2.20","4.60","17.80","22.3","0.636","0.053","0.572","7.6","12.8","10.3","5.9","2.7","6.6","13.4","20.7","1.50","1.10","2.50","0.182","2.9","4.3","7.2"
"Kadin Shedrick","Texas","SEC",2025,928,"9.79","15.65","4.40","7.90","0.557","0.30","0.90","0.350","4.10","7.00","0.583","4.10","6.10","0.681","4.00","5.20","9.20","0.90","1.00","2.50","1.40","4.20","13.20","19.3","0.614","0.109","0.770","11.9","14.5","13.2","4.0","1.5","6.9","11.7","15.6","2.40","1.40","3.80","0.164","3.1","2.6","5.7"
"Kam Williams","Tulane","AAC",2025,1068,"-0.73","1.24","4.20","8.70","0.485","2.40","5.70","0.412","1.80","2.90","0.628","0.70","0.90","0.760","0.90","4.70","5.50","1.60","1.70","1.30","1.00","1.90","11.50","15.2","0.630","0.662","0.108","2.6","12.8","7.9","7.7","2.5","3.9","10.3","13.1","1.70","1.70","3.30","0.125","1.6","1.7","3.3"
"Kam Williams","Kentucky","SEC",2026,379,"11.21","20.69","4.60","10.30","0.449","2.50","7.30","0.348","2.10","3.10","0.690","2.00","2.10","0.950","1.70","3.40","5.10","2.00","1.20","0.70","1.30","4.00","13.80","14.2","0.609","0.704","0.204","4.8","9.2","7.0","8.5","1.7","2.1","10.0","15.5","0.80","0.50","1.30","0.134","2.4","2.3","4.7"
"Kamani Johnson","Little Rock","Sun Belt",2019,519,"-2.07","-4.87","4.10","7.40","0.552","0.00","0.10","0.000","4.10","7.30","0.558","2.50","5.00","0.508","3.90","6.10","10.00","2.90","1.10","1.00","3.20","6.60","10.70","13.0","0.548","0.010","0.677","12.1","17.0","14.7","12.9","1.5","3.1","24.4","16.0","0.50","0.70","1.20","0.094","-2.2","0.8","-1.4"
"Kamani Johnson","Little Rock","Sun Belt",2020,860,"-1.07","2.27","4.60","8.90","0.513","0.00","0.00","0.000","4.60","8.80","0.516","6.70","9.20","0.727","4.40","5.30","9.60","3.20","1.10","0.70","3.10","4.60","15.80","20.4","0.596","0.005","1.037","13.6","14.8","14.2","15.4","1.5","2.0","19.0","20.4","2.60","1.10","3.70","0.173","2.1","-0.2","1.9"
"Kamani Johnson","Arkansas","SEC",2022,205,"8.62","16.27","3.50","5.70","0.621","0.00","0.00",NULL,"3.50","5.70","0.621","4.50","8.40","0.535","6.60","6.80","13.50","1.40","1.20","2.00","3.10","7.20","11.50","17.5","0.597","0.000","1.483","18.3","19.0","18.6","6.0","1.6","5.6","24.5","15.4","0.40","0.40","0.80","0.161","-0.2","3.1","2.9"
"Kanon Catchings","Brigham Young","Big 12",2025,538,"10.21","19.07","5.70","13.80","0.411","3.20","9.10","0.350","2.50","4.60","0.532","2.00","3.40","0.587","1.40","3.60","5.00","1.60","1.30","1.00","1.80","2.80","16.50","14.4","0.537","0.665","0.249","4.3","10.1","7.3","6.8","2.0","3.1","10.4","21.6","0.80","0.60","1.40","0.105","2.5","1.3","3.8"
"Kanon Catchings","Georgia","SEC",2026,551,"6.83","18.79","6.60","15.70","0.421","3.20","9.20","0.346","3.40","6.50","0.528","2.50","3.80","0.642","2.70","5.80","8.50","2.50","1.20","0.70","2.30","3.30","18.90","16.5","0.539","0.588","0.245","7.2","14.7","11.1","10.3","1.6","1.8","11.7","22.5","1.00","0.90","1.90","0.136","3.8","1.0","4.8"
"Kanye Clary","Penn State","Big Ten",2023,332,"9.02","13.04","5.90","13.60","0.434","0.60","2.00","0.294","5.30","11.60","0.458","1.70","2.40","0.700","0.50","2.90","3.40","2.50","1.30","0.00","2.50","3.40","14.10","10.6","0.478","0.150","0.177","1.5","8.3","5.1","12.6","2.1","0.0","14.6","24.5","0.00","0.30","0.30","0.032","-2.8","0.2","-2.6"
"Kanye Clary","Penn State","Big Ten",2024,679,"7.52","9.22","8.20","17.70","0.462","1.70","4.50","0.377","6.50","13.20","0.491","4.50","5.60","0.811","0.50","3.40","3.90","3.80","1.40","0.10","2.50","2.10","22.60","20.1","0.555","0.256","0.316","1.5","10.1","5.7","21.9","1.9","0.2","11.1","28.8","1.60","0.70","2.20","0.132","4.1","0.4","4.5"
"Kanye Clary","Mississippi State","SEC",2025,133,"11.79","17.14","4.20","11.40","0.368","0.60","3.00","0.200","3.60","8.40","0.429","4.20","6.00","0.700","0.00","2.70","2.70","5.40","2.40","0.00","1.50","2.70","13.20","13.7","0.463","0.263","0.526","0.0","7.6","3.7","22.5","3.5","0.0","9.5","19.2","0.20","0.10","0.30","0.097","-2.1","2.2","0.2"
"Kaylan Makan","The Citadel","Southern",2023,5,"-3.77","-12.13","0.00","8.00","0.000","0.00","8.00","0.000","0.00","0.00",NULL,"0.00","0.00",NULL,"0.00","8.00","8.00","0.00","0.00","0.00","8.00","0.00","0.00","-18.2","0.000","1.000","0.000","0.0","22.7","11.6","0.0","0.0","0.0","50.0","21.1","0.00","0.00","0.00","-0.342","-8.6","-3.2","-11.9"
"Kaylan Makan","Tennessee","SEC",2024,2,"10.42","21.81","0.00","0.00",NULL,"0.00","0.00",NULL,"0.00","0.00",NULL,"0.00","0.00",NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0",NULL,NULL,NULL,"0.0","0.0","0.0","0.0","0.0","0.0",NULL,"0.0","0.00","0.00","0.00","0.031","-5.8","1.5","-4.2"
"Keitenn Bristow","Tarleton State","WAC",2025,606,"-0.31","-10.31","6.60","14.30","0.461","1.40","4.20","0.328","5.20","10.10","0.516","2.60","3.20","0.796","2.10","4.40","6.50","2.10","1.70","1.30","3.90","5.10","17.20","14.6","0.541","0.295","0.226","6.8","14.2","10.5","13.9","2.4","4.5","19.7","25.3","0.20","1.00","1.20","0.082","-1.6","0.3","-1.3"
"Keitenn Bristow","Alabama","SEC",2026,126,"13.95","23.03","3.80","10.50","0.364","0.30","2.90","0.111","3.50","7.60","0.458","3.50","4.80","0.733","4.80","7.90","12.70","1.60","1.90","1.90","2.50","8.90","11.40","11.8","0.449","0.273","0.455","12.2","18.5","15.5","6.0","2.5","4.3","16.6","17.4","0.10","0.20","0.30","0.085","-2.8","3.3","0.5"
"Kellan Grady","Davidson","A-10",2018,1163,"2.57","11.02","7.50","15.00","0.501","2.50","6.70","0.372","5.00","8.30","0.606","2.80","3.50","0.804","0.80","2.90","3.70","2.20","0.90","0.10","1.10","2.30","20.40","21.4","0.611","0.449","0.233","2.6","8.8","5.8","11.3","1.4","0.3","6.2","24.7","3.80","1.20","5.00","0.173","4.8","0.0","4.8"
"Kellan Grady","Davidson","A-10",2019,1127,"1.96","6.38","6.90","15.30","0.451","2.10","6.00","0.341","4.80","9.20","0.523","2.60","3.50","0.735","0.40","4.30","4.80","2.00","1.10","0.20","1.80","1.60","18.40","17.3","0.543","0.395","0.228","1.3","12.1","7.0","11.2","1.7","0.6","9.5","25.3","1.90","1.60","3.50","0.124","1.6","0.1","1.7"
"Kellan Grady","Davidson","A-10",2020,1073,"3.62","8.85","6.90","14.90","0.463","1.90","5.10","0.370","5.00","9.80","0.511","3.50","4.40","0.797","0.60","4.10","4.70","2.80","1.30","0.20","2.30","2.10","19.20","20.1","0.565","0.345","0.295","1.9","12.6","7.3","15.8","2.0","0.5","12.1","26.5","2.70","1.20","3.90","0.144","3.7","-0.1","3.6"
"Kellan Grady","Davidson","A-10",2021,756,"3.40","9.02","7.20","15.30","0.471","3.10","8.00","0.382","4.10","7.20","0.569","2.40","3.60","0.676","0.50","4.90","5.30","2.80","0.90","0.30","1.90","1.40","19.90","21.9","0.585","0.526","0.235","1.5","15.0","8.3","14.7","1.4","0.8","9.8","26.1","2.40","0.90","3.30","0.174","4.7","-0.5","4.2"
"Kellan Grady","Kentucky","SEC",2022,1119,"8.02","20.90","4.80","10.80","0.446","3.10","7.60","0.415","1.70","3.30","0.516","1.00","1.40","0.744","0.40","2.20","2.50","1.60","1.00","0.10","1.00","1.40","13.80","13.8","0.602","0.700","0.129","1.0","6.1","3.6","6.2","1.4","0.2","7.7","15.2","2.60","1.40","4.00","0.143","4.2","2.0","6.1"
"Kendal Coleman","Northwestern State","Southland",2021,495,"-4.94","-13.48","6.60","14.10","0.471","0.00","0.10","0.000","6.60","14.00","0.474","2.60","3.70","0.696","5.10","10.10","15.20","0.60","1.00","2.70","2.30","3.70","15.80","20.7","0.500","0.006","0.264","13.4","27.6","20.4","3.3","1.3","6.7","12.5","21.5","0.70","0.60","1.30","0.108","-0.2","-1.7","-1.9"
"Kendal Coleman","Northwestern State","Southland",2022,859,"-3.20","-14.06","9.50","17.30","0.546","0.00","0.00","0.000","9.50","17.30","0.547","2.70","4.60","0.582","3.70","10.50","14.20","0.90","1.40","1.90","2.70","2.90","21.60","24.4","0.553","0.003","0.263","9.8","28.8","19.2","5.0","1.9","4.6","12.0","26.3","1.70","1.00","2.70","0.128","1.6","-1.5","0.1"
"Kendal Coleman","Louisiana State","SEC",2023,169,"6.44","3.32","4.50","8.30","0.543","0.00","0.00",NULL,"4.50","8.30","0.543","2.60","4.30","0.611","3.80","6.90","10.70","0.50","0.90","1.90","1.70","6.40","11.60","16.0","0.563","0.000","0.514","10.5","20.7","15.4","2.5","1.4","5.8","13.8","15.3","0.30","0.20","0.50","0.111","-1.7","1.0","-0.7"
"Kerr Kriisa","Arizona","Pac-12",2021,183,"8.18","15.02","3.10","9.20","0.333","3.10","8.30","0.368","0.00","0.90","0.000","0.40","0.40","1.000","0.20","0.70","0.90","4.20","0.70","0.00","2.20","2.60","9.60","7.4","0.512","0.905","0.048","0.6","1.9","1.3","18.6","1.0","0.0","18.9","14.5","0.20","0.10","0.30","0.063","1.3","0.6","1.9"
"Kerr Kriisa","Arizona","Pac-12",2022,975,"6.84","22.75","4.10","11.80","0.348","3.30","9.80","0.336","0.80","2.00","0.408","1.60","2.00","0.816","0.70","2.70","3.40","6.40","0.80","0.10","3.00","2.40","13.10","11.7","0.516","0.829","0.171","2.1","6.6","4.6","24.6","1.1","0.3","18.8","18.6","1.60","1.30","2.90","0.119","2.7","0.9","3.7"
"Kerr Kriisa","Arizona","Pac-12",2023,1090,"8.34","19.08","4.00","10.80","0.372","3.00","8.30","0.366","1.00","2.40","0.394","1.70","2.20","0.767","0.40","2.60","3.00","6.60","0.70","0.00","3.30","3.00","12.70","10.8","0.540","0.775","0.205","1.3","6.6","4.2","26.2","1.0","0.1","22.1","18.3","1.40","1.30","2.70","0.099","2.0","0.4","2.5"
"Kerr Kriisa","West Virginia","Big 12",2024,768,"10.76","3.73","4.20","9.80","0.429","3.20","7.50","0.424","1.00","2.30","0.444","1.60","2.10","0.775","0.10","2.90","3.00","5.70","1.00","0.10","3.50","3.00","13.20","12.1","0.611","0.762","0.212","0.2","8.3","4.3","29.0","1.4","0.1","24.4","18.5","0.90","0.20","1.10","0.059","1.6","-0.8","0.8"
"Kerr Kriisa","Kentucky","SEC",2025,157,"14.04","21.26","3.10","11.00","0.279","2.50","9.70","0.263","0.50","1.30","0.400","1.50","1.80","0.857","1.50","4.10","5.60","8.70","1.00","0.50","2.30","2.50","10.20","12.4","0.432","0.884","0.163","4.4","10.7","7.7","32.8","1.4","1.4","16.3","17.1","0.20","0.10","0.30","0.089","2.5","1.9","4.4"
"Kevin Marfo","George Washington","A-10",2017,205,"2.11","2.37","3.10","8.60","0.364","0.00","0.00",NULL,"3.10","8.60","0.364","5.90","10.90","0.536","5.50","7.00","12.50","0.80","1.40","1.40","4.10","6.00","12.10","11.8","0.439","0.000","1.273","15.8","20.5","18.1","3.8","2.0","3.5","22.9","22.9","-0.10","0.30","0.20","0.043","-4.8","-0.3","-5.1"
"Kevin Marfo","Quinnipiac","MAAC",2019,462,"-8.03","-6.78","3.50","7.10","0.488","0.00","0.00",NULL,"3.50","7.10","0.488","4.80","7.50","0.632","5.50","10.60","16.20","2.00","0.50","1.10","1.40","5.60","11.70","20.4","0.547","0.000","1.061","16.5","30.1","23.5","10.1","0.8","3.0","11.5","15.6","1.40","0.70","2.10","0.179","0.1","-0.8","-0.7"
"Kevin Marfo","Quinnipiac","MAAC",2020,842,"-6.53","-7.66","4.30","8.80","0.484","0.00","0.10","0.333","4.20","8.70","0.486","5.90","8.40","0.710","6.40","12.60","19.00","2.70","0.90","1.80","2.90","3.70","14.50","25.6","0.568","0.016","0.946","18.6","34.2","26.7","14.0","1.3","4.4","18.2","20.1","2.70","1.60","4.20","0.201","2.1","-0.4","1.7"
"Kevin Marfo","Texas A&M","SEC",2021,217,"4.86","2.20","2.40","5.20","0.464","0.00","0.20","0.000","2.40","5.00","0.481","3.50","5.00","0.704","4.20","7.40","11.60","0.90","2.00","1.10","2.80","4.80","8.30","14.6","0.551","0.036","0.964","12.6","23.0","17.7","4.6","3.1","4.0","26.9","13.3","0.20","0.40","0.60","0.111","-1.5","2.2","0.7"
"Kevin Overton","Drake","MVC",2024,1047,"1.84","11.08","5.20","11.70","0.440","2.40","6.80","0.346","2.80","4.90","0.570","2.40","3.00","0.795","1.10","3.40","4.50","1.50","0.80","0.20","0.70","2.90","15.10","14.5","0.573","0.583","0.254","3.3","10.2","6.8","6.5","1.2","0.7","5.0","18.1","2.20","1.40","3.60","0.137","1.9","0.2","2.1"
"Kevin Overton","Texas Tech","Big 12",2025,801,"10.62","23.05","4.70","11.20","0.422","1.90","5.90","0.331","2.80","5.30","0.523","2.60","3.40","0.779","1.60","5.00","6.60","1.60","0.90","0.30","1.60","3.40","14.10","13.3","0.548","0.524","0.302","4.7","14.4","9.6","6.8","1.4","0.8","11.4","18.5","1.30","1.20","2.50","0.125","1.3","1.8","3.2"
"Kevin Overton","Auburn","SEC",2026,753,"13.68","18.60","4.90","12.20","0.406","2.40","7.00","0.351","2.50","5.20","0.480","3.90","4.50","0.869","1.10","3.20","4.40","1.50","1.80","0.10","1.30","3.10","16.20","15.1","0.567","0.572","0.367","3.2","9.6","6.3","6.6","2.5","0.3","8.2","18.8","1.70","0.50","2.20","0.116","2.6","1.9","4.6"
"Keyon Menifield","Washington","Pac-12",2023,916,"7.94","6.78","5.30","12.90","0.410","1.50","4.60","0.330","3.80","8.30","0.455","1.90","2.80","0.698","1.00","3.00","4.00","4.30","1.60","0.30","2.30","1.70","14.00","14.5","0.494","0.359","0.214","3.0","8.0","5.7","22.9","2.3","0.8","14.0","21.1","1.00","1.10","2.10","0.090","1.8","1.3","3.1"
"Keyon Menifield","Arkansas","SEC",2024,271,"8.15","6.12","5.30","14.20","0.375","1.90","6.10","0.317","3.40","8.10","0.418","3.80","5.20","0.743","0.60","3.70","4.30","3.20","0.70","0.60","3.10","2.50","16.40","11.3","0.493","0.427","0.365","1.8","10.1","6.1","16.0","1.0","1.5","15.7","24.5","0.10","0.10","0.20","0.029","-0.3","-1.3","-1.6"
"Keyshawn Hall","Nevada-Las Vegas","MWC",2023,193,"5.17","7.20","7.30","15.10","0.479","2.10","4.10","0.500","5.20","11.00","0.472","3.50","5.20","0.680","1.20","4.80","6.00","1.70","0.80","0.80","4.10","7.00","20.10","14.2","0.571","0.274","0.342","3.5","14.5","8.7","9.3","1.2","2.7","19.1","27.3","0.20","0.30","0.40","0.092","-2.1","-0.3","-2.3"
"Keyshawn Hall","George Mason","A-10",2024,888,"1.85","6.36","7.30","15.50","0.474","1.80","5.20","0.357","5.50","10.30","0.533","5.10","6.10","0.844","1.40","9.10","10.50","1.90","0.50","0.40","3.10","2.70","21.70","22.0","0.589","0.334","0.392","4.5","25.5","15.6","10.9","0.8","1.2","14.3","28.6","2.30","1.60","3.90","0.176","3.5","0.3","3.7"
"Keyshawn Hall","UCF","Big 12",2025,1104,"11.22","10.59","6.80","15.90","0.427","1.60","4.60","0.354","5.20","11.30","0.457","7.20","8.80","0.816","2.50","6.00","8.50","2.90","1.00","0.50","3.60","3.00","22.50","19.3","0.558","0.289","0.555","6.5","16.3","11.4","14.8","1.3","1.4","15.1","28.2","2.40","0.90","3.30","0.120","4.0","0.1","4.1"
"Keyshawn Hall","Auburn","SEC",2026,759,"13.68","18.60","6.90","15.20","0.455","2.30","5.60","0.406","4.60","9.60","0.484","9.00","10.50","0.854","2.40","5.80","8.30","3.30","1.10","0.90","3.00","3.10","25.00","25.5","0.621","0.368","0.691","6.9","17.4","12.0","15.8","1.5","2.7","12.8","27.9","3.20","0.60","3.70","0.197","8.5","1.7","10.3"
"Kezza Giffa","UTEP","CUSA",2022,52,"-0.48","0.27","2.30","8.50","0.273","0.80","3.80","0.200","1.50","4.60","0.333","1.50","2.30","0.667","3.10","5.40","8.50","3.10","0.00","0.00","6.90","5.40","6.90","-2.4","0.362","0.455","0.273","9.0","16.0","12.5","13.8","0.0","0.0","42.0","21.7","-0.20","0.10","-0.10","-0.086","-17.0","-4.7","-21.6"
"Kezza Giffa","High Point","Big South",2024,1071,"-4.83","2.15","5.50","13.40","0.407","1.90","5.50","0.340","3.60","7.90","0.453","9.00","10.20","0.883","0.40","3.40","3.90","3.90","0.70","0.10","3.50","3.10","21.80","19.3","0.597","0.409","0.763","1.3","9.7","5.5","17.8","1.1","0.4","16.1","26.6","3.50","0.80","4.40","0.163","2.2","-2.0","0.2"
"Kezza Giffa","High Point","Big South",2025,957,"-5.19","5.30","6.20","14.20","0.440","1.70","5.40","0.313","4.60","8.80","0.517","6.70","7.90","0.851","0.60","3.00","3.60","3.50","0.50","0.00","2.40","2.80","20.80","18.8","0.581","0.378","0.555","2.0","8.4","5.4","15.8","0.8","0.1","11.7","25.9","3.10","1.00","4.10","0.173","2.3","-1.9","0.4"
"Kezza Giffa","Mississippi","SEC",2026,370,"9.07","9.43","4.00","9.00","0.446","1.70","4.50","0.381","2.30","4.40","0.512","6.60","8.00","0.824","0.30","3.00","3.40","3.50","1.80","0.20","2.50","3.80","16.30","16.5","0.639","0.506","0.892","0.9","8.5","4.7","15.8","2.7","0.7","16.3","19.5","0.80","0.40","1.20","0.134","1.3","2.3","3.6"
"Khadim Sy","Virginia Tech","ACC",2017,364,"8.38","12.77","6.00","10.70","0.567","0.10","0.10","1.000","5.90","10.50","0.563","1.80","3.00","0.593","3.10","6.40","9.50","0.70","0.30","2.20","2.60","4.90","14.00","15.4","0.578","0.010","0.278","10.0","17.9","14.2","3.2","0.5","5.6","17.9","19.1","0.40","0.40","0.80","0.092","-1.1","1.3","0.3"
"Khadim Sy","Mississippi","SEC",2020,729,"6.90","7.37","5.80","11.10","0.525","0.40","1.40","0.269","5.40","9.70","0.563","3.30","4.60","0.726","2.60","6.70","9.30","1.30","1.20","1.40","2.90","6.10","15.40","17.1","0.579","0.129","0.416","7.6","19.8","13.7","7.0","1.7","3.9","17.7","20.7","1.20","1.20","2.30","0.128","-0.7","1.7","0.9"
"Khadim Sy","Mississippi","SEC",2021,155,"6.00","11.18","4.60","11.40","0.409","1.30","4.40","0.294","3.40","7.00","0.481","0.50","0.50","1.000","2.60","4.10","6.70","1.00","1.50","1.00","2.10","4.10","11.10","11.9","0.478","0.386","0.045","7.4","12.3","9.8","5.1","2.3","3.1","15.1","17.2","0.10","0.30","0.40","0.102","-0.7","2.5","1.8"
"Khalif Battle","Butler","Big East",2020,264,"9.14","15.56","3.80","11.40","0.333","2.00","6.50","0.302","1.80","4.80","0.375","1.40","2.10","0.643","0.00","3.80","3.80","2.00","1.50","0.00","2.70","4.80","10.90","5.8","0.441","0.573","0.187","0.0","11.0","5.8","9.3","2.3","0.0","18.1","20.7","-0.20","0.40","0.30","0.039","-5.2","2.1","-3.1"
"Khalif Battle","Temple","AAC",2021,346,"5.57","2.57","5.90","16.90","0.349","2.70","8.40","0.315","3.20","8.40","0.384","4.60","5.80","0.800","0.90","7.20","8.10","3.00","0.50","0.20","3.50","3.90","19.10","13.2","0.486","0.500","0.342","2.6","19.1","11.0","19.0","0.7","0.6","15.0","29.8","0.20","0.50","0.60","0.073","0.6","-0.4","0.2"
"Khalif Battle","Temple","AAC",2022,223,"4.30","4.61","9.00","16.70","0.538","3.80","7.70","0.488","5.20","9.00","0.580","5.20","6.50","0.806","0.50","4.30","4.80","1.30","0.50","0.00","2.70","2.90","26.90","26.0","0.681","0.462","0.387","1.4","11.6","6.5","9.5","0.8","0.0","12.0","28.3","0.90","0.20","1.10","0.203","8.1","0.3","8.4"
"Khalif Battle","Temple","AAC",2023,870,"5.30","4.68","7.10","17.40","0.410","3.50","10.10","0.350","3.60","7.30","0.494","4.50","5.00","0.898","0.40","4.00","4.40","2.30","1.20","0.10","2.90","2.40","22.30","18.3","0.564","0.582","0.286","1.1","11.5","6.4","14.1","1.8","0.4","12.6","29.5","1.80","0.90","2.80","0.127","4.0","0.2","4.2"
"Khalif Battle","Arkansas","SEC",2024,793,"8.15","6.12","6.00","14.80","0.406","2.40","6.90","0.353","3.60","7.90","0.452","9.40","10.70","0.873","0.40","4.90","5.30","2.10","1.30","0.40","2.40","3.70","23.80","21.1","0.599","0.464","0.727","1.2","13.4","7.6","10.8","1.8","1.0","10.9","27.7","2.50","0.50","3.00","0.153","4.0","0.4","4.3"
"Kobe Elvis","DePaul","Big East",2021,385,"8.83","2.67","4.30","10.10","0.423","1.40","3.20","0.419","2.90","6.90","0.424","0.40","0.80","0.500","0.60","2.50","3.10","3.70","1.50","0.20","3.70","2.60","10.30","8.1","0.491","0.320","0.082","1.7","6.7","4.2","18.0","2.1","0.6","26.3","17.3","-0.10","0.40","0.20","0.025","-2.0","1.3","-0.7"
"Kobe Elvis","Dayton","A-10",2022,866,"2.41","10.41","5.40","12.10","0.444","1.90","5.40","0.362","3.40","6.70","0.510","1.30","1.70","0.778","0.40","2.60","3.00","3.80","0.90","0.00","2.30","1.90","13.90","13.6","0.543","0.444","0.138","1.2","7.6","4.6","18.7","1.4","0.0","15.0","20.5","1.40","1.20","2.60","0.119","1.4","0.5","1.9"
"Kobe Elvis","Dayton","A-10",2023,561,"1.09","8.71","4.30","11.20","0.382","1.90","5.70","0.325","2.40","5.50","0.442","1.10","1.40","0.750","0.50","3.00","3.50","3.90","1.10","0.30","2.20","2.30","11.50","10.7","0.483","0.510","0.127","1.6","8.2","5.2","19.6","1.7","0.8","15.7","19.3","0.40","0.90","1.30","0.092","-0.3","1.7","1.3"
"Kobe Elvis","Dayton","A-10",2024,941,"5.73","13.45","4.50","11.90","0.379","2.00","5.40","0.370","2.50","6.50","0.386","2.10","2.50","0.847","0.50","2.80","3.30","5.00","0.80","0.00","2.20","2.40","13.10","12.1","0.502","0.454","0.211","1.5","8.0","5.0","24.2","1.2","0.1","14.4","21.1","1.20","0.90","2.20","0.092","0.0","-0.3","-0.3"
"Kobe Elvis","Oklahoma","SEC",2025,804,"11.22","14.86","4.80","11.30","0.427","2.40","6.90","0.348","2.40","4.40","0.551","1.00","1.40","0.724","0.40","2.60","3.00","4.70","1.20","0.00","2.60","2.80","13.10","11.5","0.546","0.608","0.128","1.3","7.4","4.5","22.3","1.7","0.0","17.8","18.6","0.90","0.60","1.40","0.071","1.5","0.5","2.0"
"Kobe Knox","Grand Canyon","WAC",2023,531,"1.27","4.43","4.70","9.40","0.504","1.90","4.60","0.410","2.90","4.80","0.594","2.10","3.20","0.651","1.60","2.70","4.30","3.00","1.30","1.80","2.00","4.40","13.50","17.3","0.615","0.488","0.344","4.9","7.3","6.2","14.4","1.9","4.6","15.7","16.9","1.30","0.80","2.10","0.155","1.9","0.8","2.7"
